Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial,,,,,,,,,,,,
Glyceria_drummondii,na,na,species,Poaceae,EN,WAU,S,Ther.,A,Rediscovered,Glyceria_drummondii,,,,,,,,,,,,
Gonocarpus_intricatus,na,na,species,Haloragaceae,EN,WAU,DT,cham.,WP,Rediscovered,Gonocarpus_intricatus,,,,,,,,,,,,
Goodenia_stobbsiana,na,na,species,,,,,,,Synonym,Goodenia_clementii,,,,,,,,,,,,
Gouania_vitifolia,na,na,species,Rhamnaceae,EN,HAW,WT,Climer,WP,Rediscovered,Gouania_vitifolia,,,,,,,,,,,,
Gouania_vitifolia,na,na,species,,,,,,,Synonym,Gouania_bishopii,,,,,,,,,,,,
Gouania_vitifolia,na,na,species,,,,,,,Synonym,Gouania_hawaiiensis,,,,,,,,,,,,
Graptopetalum_bellum,na,na,species,,,,,,,Synonym,Tacitus_bellus,,,,,,,,,,,,
Grevillea_batrachioides,na,na,species,Proteaceae,EN,WAU,DT,nanophan.,WP,Rediscovered,Grevillea_batrachioides,,,,,,,,,,,,
Grevillea_divaricata,na,na,species,Proteaceae,EX,NSW,S,Hemicr._or_cham.,WP,Extinct,Grevillea_divaricata,,,,,,,,,,,,
Grevillea_flexuosa,na,na,species,Proteaceae,EN,WAU,S,Nanophan.,WP,Rediscovered,Grevillea_flexuosa,,,,,,,,,,,,
Grevillea_scabra,na,na,species,Proteaceae,DD,WAU,S,Nanophan.,WP,Rediscovered,Grevillea_scabra,,,,,,,,,,,,
Griffinia_liboniana,na,na,species,Amaryllidaceae,EN,BZL,DT,Bulb_geophyte,HP,Rediscovered,Griffinia_liboniana,,,,,,,,,,,,
Guapira_suborbiculata,na,na,species,,,,,,,Synonym,Pisonia_suborbiculata,,,,,,,,,,,,
Guettarda_retusa,na,na,species,Rubiaceae,EX,CUB,WT,Nanophan._or_phan.,WP,Extinct,Guettarda_retusa,,,,,,,,,,,,
Gutierrezia_wrightii,na,na,species,,,,,,,Synonym,Greenella_discoidea,,,,,,,,,,,,
Gymnocalycium_schickendantzii,na,na,species,,,,,,,Synonym,Gymnocalycium_pungens,,,,,,,,,,,,
Gymnopogon_chapmanianus,na,na,species,,,,,,,Synonym,Gymnopogon_floridanus,,,,,,,,,,,,
Gyrostemon_reticulatus,na,na,species,Gyrostemonaceae,EN,WAU,DT,Nanophan.,WP,Rediscovered,Gyrostemon_reticulatus,,,,,,,,,,,,
Habenaria_caranjensis,na,na,species,Orchidaceae,EX,IND,WT,Tuber_geophyte,HP,Extinct,Habenaria_caranjensis,,,,,,,,,,,,
Habenaria_horsfieldiana,na,na,species,Orchidaceae,EX,JAW,WT,Tuber_geophyte,HP,Extinct,Habenaria_horsfieldiana,,,,,,,,,,,,
Habenaria_lancifolia,na,na,species,Orchidaceae,EX,MAU,WT,Tuber_geophyte,HP,Extinct,Habenaria_lancifolia,,,,,,,,,,,,
Habranthus_caeruleus,na,na,species,Amaryllidaceae,VU,BZC,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus,,,,,,,,,,,,
Habranthus_caeruleus,na,na,species,Amaryllidaceae,VU,BZS,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus,,,,,,,,,,,,
Habranthus_caeruleus,na,na,species,Amaryllidaceae,VU,AGE,S,Bulb_geophyte,HP,Rediscovered,Habranthus_caeruleus,,,,,,,,,,,,
Hakea_gibbosa,na,na,species,,,,,,,Synonym,Hakea_tamminensis,,,,,,,,,,,,
Hakea_petiolaris,na,na,species,,,,,,,Synonym,Hakea_crassinervia,,,,,,,,,,,,
Hakea_pulvinifera,na,na,species,Proteaceae,EN,NSW,DT,nanophan.,WP,Rediscovered,Hakea_pulvinifera,,,,,,,,,,,,
Haloragis_platycarpa,na,na,species,Haloragaceae,EN,WAU,S,hemicr.,HP,Rediscovered,Haloragis_platycarpa,,,,,,,,,,,,
Haloragis_stricta,na,na,species,Haloragaceae,EN,QLD,S,hemicr.,HP,Rediscovered,Haloragis_stricta,,,,,,,,,,,,
Haloragis_stricta,na,na,species,Haloragaceae,EN,NSW,S,hemicr.,HP,Rediscovered,Haloragis_stricta,,,,,,,,,,,,
Haloragis_tenuifolia,na,na,species,Haloragaceae,DD,WAU,DT,hemicr.,HP,Rediscovered,Haloragis_tenuifolia,,,,,,,,,,,,
Haloragodendron_lucasii,na,na,species,Haloragaceae,CR,NSW,S,nanophan.,WP,Rediscovered,Haloragodendron_lucasii,,,,,,,,,,,,
Hammatolobium_lotoides,var,graecum,var,,,,,,,Synonym,Tetragonolobus_wiedemannii,,,,,,,,,,,,
Haplostachys_bryanii,na,na,species,Lamiaceae,EX,HAW,MT,Cham.,WP,Extinct,Haplostachys_bryanii,,,,,,,,,,,,
Haplostachys_linearifolia,na,na,species,Lamiaceae,EX,HAW,WT,Cham.,WP,Extinct,Haplostachys_linearifolia,,,,,,,,,,,,
Haplostachys_munroi,na,na,species,Lamiaceae,EX,HAW,WT,Cham.,WP,Extinct,Haplostachys_munroi,,,,,,,,,,,,
Haplostachys_truncata,na,na,species,Lamiaceae,EX,HAW,WT,Cham.,WP,Extinct,Haplostachys_truncata,,,,,,,,,,,,
Haptanthus_hazlettii,na,na,species,Salicaceae,CR,HON,WT,Phan.,WP,Rediscovered,Haptanthus_hazlettii,,,,,,,,,,,,
Harrisia_platygona,na,na,species,Cactaceae,CR,AGE,S,succ._nanophan.,WP,Rediscovered,Harrisia_platygona,,,,,,,,,,,,
Harrisia_regelii,na,na,species,Cactaceae,CR,AGE,S,(Cl.)_succ._cham._or_nanophan.,WP,Rediscovered,Harrisia_regelii,,,,,,,,,,,,
Hebecarpa_obscura,na,na,species,,,,,,,Synonym,Polygala_piliophora,,,,,,,,,,,,
Hechtia_texensis,na,na,species,Bromeliaceae,CR,TEX,S,Hemicr.,WP,Rediscovered,Hechtia_texensis,,,,,,,,,,,,
Hechtia_texensis,na,na,species,Bromeliaceae,CR,MXE,S,Hemicr.,WP,Rediscovered,Hechtia_texensis,,,,,,,,,,,,
Hedeoma_pilosa,na,na,species,Lamiaceae,EW,TEX,S,Cham.,WP,Extinct,Hedeoma_pilosa,,,,,,,,,,,,
Hedychium_marginatum,na,na,species,Zingiberaceae,VU,ASS,WT,Rhizome_geophyte_or_hemicr.,HP,Rediscovered,Hedychium_marginatum,,,,,,,,,,,,
Hedychium_marginatum,na,na,species,Zingiberaceae,VU,MYA,WT,Rhizome_geophyte_or_hemicr.,HP,Rediscovered,Hedychium_marginatum,,,,,,,,,,,,
Hedyotis_hirsutissima,na,na,species,Rubiaceae,EW,IND,WT,Cham.,WP,Extinct,Hedyotis_hirsutissima,,,,,,,,,,,,
Helianthemum_cirae,na,na,species,Cistaceae,CR,CNY,S,Cham.,WP,Rediscovered,Helianthemum_cirae,,,,,,,,,,,,
Helianthus_praetermissus,na,na,species,Asteraceae,EX,NWM,S,Hemicr.,WP,Extinct,Helianthus_praetermissus,,,,,,,,,,,,
Helichrysum_oligochaetum,na,na,species,Asteraceae,DD,WAU,DT,ther.,A,Rediscovered,Helichrysum_oligochaetum,,,,,,,,,,,,
Helictotrichon_hackelii,na,na,species,Poaceae,VU,POR,S,Hemicr.,WP,Rediscovered,Helictotrichon_hackelii,,,,,,,,,,,,
Heliotropium_muticum,na,na,species,Boraginaceae,EN,WAU,DT,cham.,WP,Rediscovered,Heliotropium_muticum,,,,,,,,,,,,
Heliotropium_pannifolium,na,na,species,Boraginaceae,EX,STH,MT,Cham._or_nanophan.,WP,Extinct,Heliotropium_pannifolium,,,,,,,,,,,,
Hemiandra_rutilans,na,na,species,Lamiaceae,EW,WAU,S,Cham.,WP,Extinct,Hemiandra_rutilans,,,,,,,,,,,,
Hemichroa_mesembryanthema,na,na,species,Amaranthaceae,EN,SOA,DT,Nanophan.,WP,Rediscovered,Hemichroa_mesembryanthema,,,,,,,,,,,,
Hemigenia_exilis,na,na,species,Lamiaceae,EX,WAU,DT,nanophan.,WP,Extinct,Hemigenia_exilis,,,,,,,,,,,,
Hemigenia_obtusa,na,na,species,Lamiaceae,EX,WAU,S,nanophan.,WP,Extinct,Hemigenia_obtusa,,,,,,,,,,,,
Hemigenia_pimelifolia,na,na,species,Lamiaceae,DD,WAU,DT,nanophan.,WP,Rediscovered,Hemigenia_pimelifolia,,,,,,,,,,,,
Hemigenia_podalyrina,na,na,species,Lamiaceae,EN,WAU,S,nanophan.,WP,Rediscovered,Hemigenia_podalyrina,,,,,,,,,,,,
Hemigenia_ramosissima,na,na,species,Lamiaceae,CR,WAU,S,cham.,WP,Rediscovered,Hemigenia_ramosissima,,,,,,,,,,,,
Hemigenia_tysonii,na,na,species,Lamiaceae,DD,WAU,DT,cham.,WP,Rediscovered,Hemigenia_tysonii,,,,,,,,,,,,
Hernandia_drakeana,na,na,species,Hernandiaceae,EX,SCI,WT,Phan.,WP,Extinct,Hernandia_drakeana,,,,,,,,,,,,
Hesperantha_saldanhae,na,na,species,Iridaceae,EX,CPP,S,Tuber_geophyte,HP,Extinct,Hesperantha_saldanhae,,,,,,,,,,,,
Hesperelaea_palmeri,na,na,species,Oleaceae,EX,MXI,DT,Phan.,WP,Extinct,Hesperelaea_palmeri,,,,,,,,,,,,
Heterachne_baileyi,na,na,species,Poaceae,DD,QLD,MT,ther.,A,Rediscovered,Heterachne_baileyi,,,,,,,,,,,,
Heterostemma_decanense,na,na,species,,,,,,,Synonym,Oianthus_decanensis,,,,,,,,,,,,
Hexaspora_pubescens,na,na,species,Celastraceae,VU,QLD,WT,phan.,WP,Rediscovered,Hexaspora_pubescens,,,,,,,,,,,,
Hibbertia_montana,na,na,species,,,,,,,Synonym,Hibbertia_sargentii,,,,,,,,,,,,
Hibiscadelphus_bombycinus,na,na,species,Malvaceae,EX,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_bombycinus,,,,,,,,,,,,
Hibiscadelphus_crucibracteatus,na,na,species,Malvaceae,EW,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_crucibracteatus,,,,,,,,,,,,
Hibiscadelphus_giffardianus,na,na,species,Malvaceae,EW,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_giffardianus,,,,,,,,,,,,
Hibiscadelphus_hualalaiensis,na,na,species,Malvaceae,EW,HAW,MT,Phan.,WP,Extinct,Hibiscadelphus_hualalaiensis,,,,,,,,,,,,
Hibiscadelphus_wilderianus,na,na,species,Malvaceae,EX,HAW,WT,Nanophan._or_phan.,WP,Extinct,Hibiscadelphus_wilderianus,,,,,,,,,,,,
Hibiscadelphus_woodii,na,na,species,Malvaceae,EX,HAW,WT,Nanophan.,WP,Extinct,Hibiscadelphus_woodii,,,,,,,,,,,,
Hibiscus_nelsonii,na,na,species,Malvaceae,EX,MXS,MT,Nanophan._or_phan.,WP,Extinct,Hibiscus_nelsonii,,,,,,,,,,,,
Hibiscus_rosa-sinensis,na,na,species,,,,,,,Synonym,Hibiscus_storckii,,,,,,,,,,,,
Hieracium_hartii,na,na,species,Asteraceae,CR,IRE,G,Hemicr.,WP,Rediscovered,Hieracium_hartii,,,,,,,,,,,,
Hieracium_hethlandiae,na,na,species,Asteraceae,EW,GRB,G,Hemicr.,WP,Extinct,Hieracium_hethlandiae,,,,,,,,,,,,
Hieracium_purkynei,na,na,species,Asteraceae,CR,CZE,G,Hemicr.,WP,Rediscovered,Hieracium_purkynei,,,,,,,,,,,,
Hieracium_purkynei,na,na,species,Asteraceae,CR,POL,G,Hemicr.,WP,Rediscovered,Hieracium_purkynei,,,,,,,,,,,,
Hindsia_arianeae,na,na,species,Rubiaceae,EX,BZL,WT,Nanophan.,WP,Extinct,Hindsia_arianeae,,,,,,,,,,,,
Hindsia_cucullata,na,na,species,Rubiaceae,EX,BZL,WT,Nanophan.,WP,Extinct,Hindsia_cucullata,,,,,,,,,,,,
Hindsia_phyllocalyx,na,na,species,Rubiaceae,EX,BZL,WT,Nanophan.,WP,Extinct,Hindsia_phyllocalyx,,,,,,,,,,,,
Hindsia_violacea,na,na,species,Rubiaceae,EW,BZL,WT,Nanophan.,WP,Extinct,Hindsia_violacea,,,,,,,,,,,,
Hoffmannia_racemifera,na,na,species,Rubiaceae,CR,MXG,WT,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera,,,,,,,,,,,,
Hoffmannia_racemifera,na,na,species,Rubiaceae,CR,GUA,WT,Nanophan.,WP,Rediscovered,Hoffmannia_racemifera,,,,,,,,,,,,
Holarrhena_pubescens,na,na,species,Apocynaceae,LC,IND,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens,,,,,,,,,,,,
Holarrhena_pubescens,na,na,species,Apocynaceae,LC,WHM,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens,,,,,,,,,,,,
Holarrhena_pubescens,na,na,species,Apocynaceae,LC,PAK,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens,,,,,,,,,,,,
Holarrhena_pubescens,na,na,species,Apocynaceae,LC,MYA,DT,Nanophan._or_phan.,WP,Rediscovered,Holarrhena_pubescens,,,,,,,,,,,,
Holothrix_culveri,na,na,species,Orchidaceae,EW,TVL,MT,Tuber_geophyte,HP,Extinct,Holothrix_culveri,,,,,,,,,,,,
Holothrix_longicornu,na,na,species,Orchidaceae,CR,CPP,S,Tuber_geophyte,HP,Rediscovered,Holothrix_longicornu,,,,,,,,,,,,
Homopholis_belsonii,na,na,species,Poaceae,LC,NSW,S,hemicr.,HP,Rediscovered,Homopholis_belsonii,,,,,,,,,,,,
Homopholis_belsonii,na,na,species,Poaceae,LC,QLD,S,hemicr.,HP,Rediscovered,Homopholis_belsonii,,,,,,,,,,,,
Hopea_brachyptera,na,na,species,Dipterocarpaceae,EW,PHI,WT,Phan.,WP,Extinct,Hopea_brachyptera,,,,,,,,,,,,
Hopea_erosa,na,na,species,Dipterocarpaceae,CR,IND,WT,Phan.,WP,Rediscovered,Hopea_erosa,,,,,,,,,,,,
Hopea_foxworthyi,na,na,species,Dipterocarpaceae,EX,PHI,WT,Phan.,WP,Extinct,Hopea_foxworthyi,,,,,,,,,,,,
Hopea_polyalthioides,na,na,species,Dipterocarpaceae,CR,MLY,WT,Phan.,WP,Rediscovered,Hopea_polyalthioides,,,,,,,,,,,,
Hopea_shingkeng,na,na,species,Dipterocarpaceae,EX,EHM,WT,Phan.,WP,Extinct,Hopea_shingkeng,,,,,,,,,,,,
Hubbardia_heptaneuron,na,na,species,Poaceae,CR,IND,WT,Ther.,A,Rediscovered,Hubbardia_heptaneuron,,,,,,,,,,,,
Huernia_thudichumii,na,na,species,Apocynaceae,CR,CPP,S,Succ._cham.,WP,Rediscovered,Huernia_thudichumii,,,,,,,,,,,,
Huernia_witzenbergensis,na,na,species,Apocynaceae,EX,CPP,S,Succ._cham.,WP,Extinct,Huernia_witzenbergensis,,,,,,,,,,,,
Hutchinsia_tasmanica,na,na,species,Brassicaceae,EX,TAS,G,Ther.,A,Extinct,Hutchinsia_tasmanica,,,,,,,,,,,,
Hyalosperma_zaccaeus,na,na,species,,,,,,,Synonym,Helipterum_guilfoylei,,,,,,,,,,,,
Hylocereus_ocamponis,na,na,species,,,,,,,Synonym,Hylocereus_bronxensis,,,,,,,,,,,,
Hylocereus_triangularis,na,na,species,,,,,,,Synonym,Hylocereus_cubensis,,,,,,,,,,,,
Hymenoxys_texana,na,na,species,Asteraceae,CR,TEX,S,ther.,A,Rediscovered,Hymenoxys_texana,,,,,,,,,,,,
Hyophorbe_amaricaulis,na,na,species,Arecaceae,EW,MAU,WT,Phan.,WP,Extinct,Hyophorbe_amaricaulis,,,,,,,,,,,,
Hyperbaena_obovata,na,na,species,Menispermaceae,CR,CUB,WT,Nanophan._or_phan.,WP,Rediscovered,Hyperbaena_obovata,,,,,,,,,,,,
Hypericum_rochelii,na,na,species,,,,,,,Synonym,Hypericum_setiferum,,,,,,,,,,,,
Hypocalymma_longifolium,na,na,species,Myrtaceae,EN,WAU,S,nanophan.,WP,Rediscovered,Hypocalymma_longifolium,,,,,,,,,,,,
Hypoestes_inconspicua,na,na,species,Acanthaceae,EX,ROD,WT,cham.,WP,Extinct,Hypoestes_inconspicua,,,,,,,,,,,,
Hypoestes_rodriguesiana,na,na,species,Acanthaceae,EX,ROD,WT,cham.,WP,Extinct,Hypoestes_rodriguesiana,,,,,,,,,,,,
Hypoestes_serpens,na,na,species,Acanthaceae,VU,MAU,WT,Cham.,WP,Rediscovered,Hypoestes_serpens,,,,,,,,,,,,
Hypoestes_serpens,na,na,species,Acanthaceae,VU,MDG,WT,Cham.,WP,Rediscovered,Hypoestes_serpens,,,,,,,,,,,,
Ilex_gardneriana,na,na,species,Aquifoliaceae,EX,IND,MT,Nanophan._or_phan.,WP,Extinct,Ilex_gardneriana,,,,,,,,,,,,
Impatiens_anaimudica,na,na,species,Balsaminaceae,EN,IND,T,Cham.,WP,Rediscovered,Impatiens_anaimudica,,,,,,,,,,,,
Impatiens_cryptoneura,na,na,species,Balsaminaceae,EX,MLY,WT,cham.,WP,Extinct,Impatiens_cryptoneura,,,,,,,,,,,,
Impatiens_johnii,na,na,species,Balsaminaceae,CR,IND,WT,cham.,WP,Rediscovered,Impatiens_johnii,,,,,,,,,,,,
Impatiens_macrocarpa,na,na,species,Balsaminaceae,CR,IND,WT,Cham.,WP,Rediscovered,Impatiens_macrocarpa,,,,,,,,,,,,
Ipomoea_imperati,na,na,species,,,,,,,Synonym,Pharbitis_preauxii,,,,,,,,,,,,
Ipomoea_salsettensis,na,na,species,Convolvulaceae,EX,IND,MT,cl._cham.,WP,Extinct,Ipomoea_salsettensis,,,,,,,,,,,,
Iris_antilibanotica,na,na,species,Iridaceae,CR,LBS,S,Tuber_geophyte,HP,Rediscovered,Iris_antilibanotica,,,,,,,,,,,,
Iris_damascena,na,na,species,Iridaceae,CR,LBS,S,Tuber_geophyte,HP,Rediscovered,Iris_damascena,,,,,,,,,,,,
Iris_westii,na,na,species,Iridaceae,CR,LBS,S,Tuber_geophyte,HP,Rediscovered,Iris_westii,,,,,,,,,,,,
Isatis_arnoldiana,na,na,species,Brassicaceae,EX,TCS,G,Hemicr.,WP,Extinct,Isatis_arnoldiana,,,,,,,,,,,,
Isocoma_humilis,na,na,species,Asteraceae,VU,UTA,G,cham.,WP,Rediscovered,Isocoma_humilis,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,Violaceae,VU,HAW,S,Cham.,WP,Rediscovered,Isodendrion_pyrifolium,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_hawaiiense,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_hillebrandii,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_lanaiense,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_molokaiense,,,,,,,,,,,,
Isodendrion_pyrifolium,na,na,species,,,,,,,Synonym,Isodendrion_remyi,,,,,,,,,,,,
Isoglossa_eranthemoides,na,na,species,Acanthaceae,EN,NSW,S,cham.,WP,Rediscovered,Isoglossa_eranthemoides,,,,,,,,,,,,
Isoglossa_eranthemoides,na,na,species,,,,,,,Synonym,Justicia_eranthemoides,,,,,,,,,,,,
Isopogon_uncinatus,na,na,species,Proteaceae,EN,WAU,DT,cham.,WP,Rediscovered,Isopogon_uncinatus,,,,,,,,,,,,
Isotoma_fluviatilis,subsp,fluviatilis,subsp,,,,,,,Synonym,Isotoma_sessiliflora,,,,,,,,,,,,
Ixora_chinensis,na,na,species,,,,,,,Synonym,Tsiangia_hongkongensis,,,,,,,,,,,,
Ixora_vaughanii,na,na,species,Rubiaceae,EX,MAU,WT,Nanophan.,WP,Extinct,Ixora_vaughanii,,,,,,,,,,,,
Jacksonia_nematoclada,na,na,species,,,,,,,Synonym,Jacksonia_hemisericea,,,,,,,,,,,,
Juncus_effusus,subsp,solutus,subsp,,,,,,,Synonym,Juncus_griscomii,,,,,,,,,,,,
Juncus_leiospermus,na,na,species,Juncaceae,VU,CAL,G,Ther.,A,Rediscovered,Juncus_leiospermus,,,,,,,,,,,,
Juncus_pervetus,na,na,species,Juncaceae,EX,MAS,G,Hemicr._or_rhizome_geophyte,WP,Extinct,Juncus_pervetus,,,,,,,,,,,,
Jurinea_mugodsharica,na,na,species,Asteraceae,EN,KAZ,G,Cham.,WP,Rediscovered,Jurinea_mugodsharica,,,,,,,,,,,,
Justicia_brachystachya,na,na,species,Acanthaceae,EX,MAU,WT,nanophan.,WP,Extinct,Justicia_brachystachya,,,,,,,,,,,,
Justicia_psychotrioides,na,na,species,Acanthaceae,EX,MAU,WT,nanophan.,WP,Extinct,Justicia_psychotrioides,,,,,,,,,,,,
Kadua_coriacea,na,na,species,Rubiaceae,EX,HAW,WT,nanophan.,WP,Extinct,Kadua_coriacea,,,,,,,,,,,,
Kadua_foliosa,na,na,species,Rubiaceae,EX,HAW,WT,Cham._or_nanophan.,WP,Extinct,Kadua_foliosa,,,,,,,,,,,,
Kadua_haupuensis,na,na,species,Rubiaceae,EW,HAW,WT,Nanophan.,WP,Extinct,Kadua_haupuensis,,,,,,,,,,,,
Kalanchoe_dinklagei,na,na,species,Crassulaceae,VU,MDG,DT,Succ._cham._or_nanophan.,WP,Rediscovered,Kalanchoe_dinklagei,,,,,,,,,,,,
Kalanchoe_laciniata,na,na,species,,,,,,,Synonym,Kalanchoe_angustifolia,,,,,,,,,,,,
Karomia_gigas,na,na,species,Lamiaceae,CR,KEN,MT,Phan.,WP,Rediscovered,Karomia_gigas,,,,,,,,,,,,
Kniphophia_pauciflora,na,na,species,Xanthorrhoeaceae,EN,NAT,S,hemicr.,HP,Rediscovered,Kniphophia_pauciflora,,,,,,,,,,,,
Kokia_cookei,na,na,species,Malvaceae,EW,HAW,WT,phan.,WP,Extinct,Kokia_cookei,,,,,,,,,,,,
Kokia_lanceolata,na,na,species,Malvaceae,EX,HAW,WT,phan.,WP,Extinct,Kokia_lanceolata,,,,,,,,,,,,
Lachenalia_mathewsii,na,na,species,Asparagaceae,CR,CPP,S,Bulb_geophyte,HP,Rediscovered,Lachenalia_mathewsii,,,,,,,,,,,,
Lachnocaulon_cubense,na,na,species,Eriocaulaceae,EW,CUB,WT,Hemicr.,WP,Extinct,Lachnocaulon_cubense,,,,,,,,,,,,
Laelia_gouldiana,na,na,species,Orchidaceae,CR,MXE,T,Pseudobulb_cham.,WP,Rediscovered,Laelia_gouldiana,,,,,,,,,,,,
Lasiopetalum_rotundifolium,na,na,species,Malvaceae,CR,WAU,S,Phan.,WP,Rediscovered,Lasiopetalum_rotundifolium,,,,,,,,,,,,
Lathyrus_dominianus,na,na,species,Fabaceae,EX,KGZ,G,Hemicr.,WP,Extinct,Lathyrus_dominianus,,,,,,,,,,,,
Lebeckia_macowanii,na,na,species,Fabaceae,EX,CPP,S,nanophan.,WP,Extinct,Lebeckia_macowanii,,,,,,,,,,,,
Legoustia_speculum-veneris,na,na,species,,,,,,,Synonym,Githopsis_latifolia,,,,,,,,,,,,
Lepidium_amissum,na,na,species,Brassicaceae,EX,NZN,S,Hemicr.,WP,Extinct,Lepidium_amissum,,,,,,,,,,,,
Lepidium_drummondii,na,na,species,Brassicaceae,EW,WAU,DT,Ther.,A,Extinct,Lepidium_drummondii,,,,,,,,,,,,
Lepidium_merrallii,na,na,species,Brassicaceae,CR,WAU,DT,Ther.,A,Rediscovered,Lepidium_merrallii,,,,,,,,,,,,
Lepidium_obtusatum,na,na,species,Brassicaceae,EX,NZN,S,cham.,WP,Extinct,Lepidium_obtusatum,,,,,,,,,,,,
Lepidium_peregrinum,na,na,species,Brassicaceae,CR,NSW,S,Ther.,A,Rediscovered,Lepidium_peregrinum,,,,,,,,,,,,
Lepisanthes_unilocularis,na,na,species,Sapindaceae,EW,CHH,S,Nanophan.,WP,Extinct,Lepisanthes_unilocularis,,,,,,,,,,,,
Leptocereus_wrightii,na,na,species,Cactaceae,CR,CUB,MT,Succ._nanophan.,WP,Rediscovered,Leptocereus_wrightii,,,,,,,,,,,,
Leptomeria_cunninghamii,na,na,species,,,,,,,Synonym,Leptomeria_laxa,,,,,,,,,,,,
Leptomeria_dielsiana,na,na,species,Santalaceae,EX,WAU,S,Cham.,WP,Extinct,Leptomeria_dielsiana,,,,,,,,,,,,
Leptorhynchos_gatesii,na,na,species,Asteraceae,VU,VIC,S,cham.,WP,Rediscovered,Leptorhynchos_gatesii,,,,,,,,,,,,
Lepyrodia_heleocharoides,na,na,species,Restionaceae,DD,WAU,DT,geophyte,HP,Rediscovered,Lepyrodia_heleocharoides,,,,,,,,,,,,
Lesquerella_macrocarpa,na,na,species,Brassicaceae,CR,WYO,G,cham.,WP,Rediscovered,Lesquerella_macrocarpa,,,,,,,,,,,,
Leucadendron_grandiflorum,na,na,species,Proteaceae,EX,CPP,S,nanophan.,WP,Extinct,Leucadendron_grandiflorum,,,,,,,,,,,,
Leucadendron_spirale,na,na,species,Proteaceae,EX,CPP,S,nanophan.,WP,Extinct,Leucadendron_spirale,,,,,,,,,,,,
Leucopogon_cryptanthus,na,na,species,Ericaceae,EX,WAU,S,cham.,WP,Extinct,Leucopogon_cryptanthus,,,,,,,,,,,,
Leucopogon_marginatus,na,na,species,Ericaceae,EN,WAU,DT,nanophan.,WP,Rediscovered,Leucopogon_marginatus,,,,,,,,,,,,
Leucopogon_pogonocalyx,na,na,species,Ericaceae,DD,WAU,DT,nanophan.,WP,Rediscovered,Leucopogon_pogonocalyx,,,,,,,,,,,,
Licania_caldasiana,na,na,species,Chrysobalanaceae,EX,CLM,WT,Phan.,WP,Extinct,Licania_caldasiana,,,,,,,,,,,,
Ligusticum_albanicum,na,na,species,Apiaceae,EW,ALB,G,Hemicr.,WP,Extinct,Ligusticum_albanicum,,,,,,,,,,,,
Ligusticum_alboalatum,na,na,species,Apiaceae,EW,IND,MT,hemicr.,HP,Extinct,Ligusticum_alboalatum,,,,,,,,,,,,
Lilaeopsis_masonii,na,na,species,Apiaceae,EN,CAL,S,Hemicr.,WP,Rediscovered,Lilaeopsis_masonii,,,,,,,,,,,,
Limonium_catanense,na,na,species,Plumbaginaceae,EW,SIC,S,Hemicr._or_cham.,WP,Extinct,Limonium_catanense,,,,,,,,,,,,
Limonium_dubyi,na,na,species,Plumbaginaceae,EX,FRA,G,Hemicr._or_cham.,WP,Extinct,Limonium_dubyi,,,,,,,,,,,,
Limosella_pubiflora,na,na,species,Scrophulariaceae,EN,ARI,S,ther.,A,Rediscovered,Limosella_pubiflora,,,,,,,,,,,,
Limosella_pubiflora,na,na,species,Scrophulariaceae,EN,NWM,S,ther.,A,Rediscovered,Limosella_pubiflora,,,,,,,,,,,,
Lindelofia_stylosa,na,na,species,,,,,,,Synonym,Lindelofia_angustifolia,,,,,,,,,,,,
Liparia_graminifolia,na,na,species,Fabaceae,EX,CPP,S,hemicr.,HP,Extinct,Liparia_graminifolia,,,,,,,,,,,,
Liparis_lauterbachii,na,na,species,Orchidaceae,CR,JAW,WT,geophyte,HP,Rediscovered,Liparis_lauterbachii,,,,,,,,,,,,
Lipochaeta_bryanii,na,na,species,Asteraceae,EX,HAW,WT,Cham.,WP,Extinct,Lipochaeta_bryanii,,,,,,,,,,,,
Lipochaeta_degeneri,na,na,species,Asteraceae,EW,HAW,WT,Cham.,WP,Extinct,Lipochaeta_degeneri,,,,,,,,,,,,
Lipochaeta_perdita,na,na,species,Asteraceae,EX,HAW,WT,Cham.,WP,Extinct,Lipochaeta_perdita,,,,,,,,,,,,
