Accepted.binomial,Accepted.sub1,Accepted.sub2,Accepted.Rank,Family,Extinction.Risk,Locality,Climate,Life.form.orig,Life.form.edited,List,Synonym.binomial
Pouteria_stenophylla,na,na,species,Sapotaceae,Extinct,BZL,wet tropical,Phan.,WP,Extinct,Pouteria_stenophylla
Pradosia_argentea,na,na,species,Sapotaceae,Extinct,PER,wet tropical,Phan.,WP,Extinct,Pradosia_argentea
Pradosia_glaziovii,na,na,species,Sapotaceae,Extinct,BZL,wet tropical,Phan.,WP,Extinct,Pradosia_glaziovii
Prasophyllum_odoratum,na,na,species,,,,,,,Synonym,Prasophyllum_colemaniae
Prasophyllum_robustum,na,na,species,Orchidaceae,Critically endangered,TAS,subtropical,Tuber_geophyte,HP,Rediscovered,Prasophyllum_robustum
Prasophyllum_subbisectum,na,na,species,Orchidaceae,Endangered,VIC,desert/dry shrubland,Tuber_geophyte,HP,Rediscovered,Prasophyllum_subbisectum
Premna_sterculiifolia,na,na,species,Lamiaceae,Extinct,MLY,wet tropical,(Cl.)_phan.,WP,Extinct,Premna_sterculiifolia
Primula_flexuosa,na,na,species,Primulaceae,Extinct in the wild,TZK,temperate,Hemicr.,WP,Extinct,Primula_flexuosa
Primula_specuicola,na,na,species,,,,,,,Synonym,Primula_hunnewellii
Pritchardia_lanigera,na,na,species,,,,,,,Synonym,Pritchardia_montis-Kea
Pritchardia_lowreyana,na,na,species,,,,,,,Synonym,Pritchardia_macrocarpa
Priva_portoricensis,na,na,species,Verbenaceae,Extinct in the wild,PUE,wet tropical,Ther.,A,Extinct,Priva_portoricensis
Prostanthera_clotteniana,na,na,species,Lamiaceae,Critically endangered,QLD,seasonally dry tropical,Nanophan.,WP,Rediscovered,Prostanthera_clotteniana
Prostanthera_marifolia,na,na,species,Lamiaceae,Critically endangered,NSW,desert/dry shrubland,cham.,WP,Rediscovered,Prostanthera_marifolia
Prostanthera_staurophylla,na,na,species,Lamiaceae,LR,NSW,subtropical,cham.,WP,Rediscovered,Prostanthera_staurophylla
Pseudocentrum_guadalupense,na,na,species,Orchidaceae,Critically endangered,LEE,wet tropical,Rhizome_geophyte,HP,Rediscovered,Pseudocentrum_guadalupense
Psiadia_mauritiana,na,na,species,Asteraceae,Extinct in the wild,MAU,wet tropical,Nanophan._or_phan.,WP,Extinct,Psiadia_mauritiana
Psiadia_schweinfurthii,na,na,species,Asteraceae,Extinct,SOC,seasonally dry tropical,phan.,WP,Extinct,Psiadia_schweinfurthii
Psidium_dumetorum,na,na,species,Myrtaceae,Extinct in the wild,JAM,wet tropical,Nanophan.,WP,Extinct,Psidium_dumetorum
Psittacanthus_nudus,na,na,species,Loranthaceae,Critically endangered,HON,wet tropical,phan.,WP,Rediscovered,Psittacanthus_nudus
Psoralea_cataracta,na,na,species,Fabaceae,Extinct,CPP,subtropical,cham.,WP,Extinct,Psoralea_cataracta
Psoralea_guenzii,na,na,species,Fabaceae,Extinct,CPP,subtropical,cham.,WP,Extinct,Psoralea_guenzii
Psychotria_balfouriana,na,na,species,Rubiaceae,Extinct,ROD,wet tropical,cham.,WP,Extinct,Psychotria_balfouriana
Psychotria_banaona,na,na,species,Rubiaceae,Extinct,CUB,wet tropical,Nanophan.,WP,Extinct,Psychotria_banaona
Psychotria_cadigensis,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,cl._cham.,WP,Extinct,Psychotria_cadigensis
Psychotria_capizensis,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_capizensis
Psychotria_cardiophylla,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_cardiophylla
Psychotria_casiguraensis,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_casiguraensis
Psychotria_chiapensis,na,na,species,,,,,,,Synonym,Cephaelis_chiapensis
Psychotria_christarusselliae,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Cl._nanophan.,WP,Extinct,Psychotria_christarusselliae
Psychotria_conglomeratiflora,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_conglomeratiflora
Psychotria_elliptilimba,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_elliptilimba
Psychotria_ilocana,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_ilocana
Psychotria_magnifolia,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan._or_phan.,WP,Extinct,Psychotria_magnifolia
Psychotria_obscurinervia,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,cl._cham.,WP,Extinct,Psychotria_obscurinervia
Psychotria_olsenii,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,cl._cham.,WP,Extinct,Psychotria_olsenii
Psychotria_paracalensis,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,cl._cham.,WP,Extinct,Psychotria_paracalensis
Psychotria_phanerophlebia,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan._or_phan.,WP,Extinct,Psychotria_phanerophlebia
Psychotria_quisumbingiana,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan._or_phan.,WP,Extinct,Psychotria_quisumbingiana
Psychotria_ramosii,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_ramosii
Psychotria_scaberula,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan._or_phan.,WP,Extinct,Psychotria_scaberula
Psychotria_subcucullata,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_subcucullata
Psychotria_tylophora,na,na,species,Rubiaceae,Extinct in the wild,NCB,wet tropical,Nanophan.,WP,Extinct,Psychotria_tylophora
Psychotria_urdanetensis,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_urdanetensis
Psychotria_wenzelii,na,na,species,Rubiaceae,Extinct,PHI,wet tropical,Nanophan.,WP,Extinct,Psychotria_wenzelii
Pterocephalus_fruticulosus,na,na,species,Caprifoliaceae,Extinct in the wild,TKM,temperate,Cham.,WP,Extinct,Pterocephalus_fruticulosus
Pterostylis_excelsa,na,na,species,,,,,,,Synonym,Pterostylis_valida
Ptilotus_caespitulosus,na,na,species,Amaranthaceae,Data deficient,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Ptilotus_caespitulosus
Ptilotus_extenuatus,na,na,species,Amaranthaceae,Extinct in the wild,NSW,desert/dry shrubland,cham.,WP,Extinct,Ptilotus_extenuatus
Ptilotus_extenuatus,na,na,species,Amaranthaceae,Extinct in the wild,QLD,desert/dry shrubland,cham.,WP,Extinct,Ptilotus_extenuatus
Ptilotus_fasciculatus,na,na,species,Amaranthaceae,Critically endangered,WAU,desert/dry shrubland,Hemicr.,WP,Rediscovered,Ptilotus_fasciculatus
Ptilotus_pyramidatus,na,na,species,Amaranthaceae,Critically endangered,WAU,desert/dry shrubland,Hemicr.,WP,Rediscovered,Ptilotus_pyramidatus
Pultenaea_maidenii,na,na,species,Fabaceae,Extinct,VIC,subtropical,nanophan.,WP,Extinct,Pultenaea_maidenii
Pultenaea_pauciflora,na,na,species,Fabaceae,Vulnerable,WAU,subtropical,Cham._or_nanophan.,WP,Rediscovered,Pultenaea_pauciflora
Pycnanthemum_monotrichum,na,na,species,Lamiaceae,Extinct,VRG,temperate,Hemicr.,WP,Extinct,Pycnanthemum_monotrichum
Pyrola_chlorantha,na,na,species,,,,,,,Synonym,Pyrola_oxypetala
Pyrostria_ferruginea,na,na,species,Rubiaceae,Extinct,MAU,wet tropical,Phan.,WP,Extinct,Pyrostria_ferruginea
Quaqua_armata,subsp,arenicola,subsp,,,,,,,Synonym,Caralluma_arenicola
Rajania_microphylla,na,na,species,,,,,,,Synonym,Rajania_prestoniensis
Ramosmania_heterophylla,na,na,species,Rubiaceae,Extinct,ROD,wet tropical,Nanophan.,WP,Extinct,Ramosmania_heterophylla
Randia_genipifolia,na,na,species,,,,,,,Synonym,Duroia_genipifolia
Ranunculus_degenii,na,na,species,Ranunculaceae,Critically endangered,ALB,temperate,Hemicr.,WP,Rediscovered,Ranunculus_degenii
Ranunculus_degenii,na,na,species,Ranunculaceae,Critically endangered,YUG,temperate,Hemicr.,WP,Rediscovered,Ranunculus_degenii
Ranunculus_hayekii,na,na,species,Ranunculaceae,Critically endangered,ALB,temperate,Hemicr.,WP,Rediscovered,Ranunculus_hayekii
Ranunculus_hayekii,na,na,species,Ranunculaceae,Critically endangered,BUL,temperate,Hemicr.,WP,Rediscovered,Ranunculus_hayekii
Rauvolfia_nukuhivensis,na,na,species,Apocynaceae,Extinct in the wild,MRQ,wet tropical,Phan.,WP,Extinct,Rauvolfia_nukuhivensis
Rauvolfia_nukuhivensis,na,na,species,,,,,,,Synonym,Ochrosia_nukuhivensis
Renealmia_pycnostachys,na,na,species,Zingiberaceae,Extinct in the wild,BZL,wet tropical,Hemicr._or_rhizome_geophyte,WP,Extinct,Renealmia_pycnostachys
Restio_ramosissimus,na,na,species,,,,,,,Synonym,Leptocarpus_ramosissimus
Rhamnus_seravschanica,na,na,species,Rhamnaceae,Extinct in the wild,TZK,temperate,Nanophan.,WP,Extinct,Rhamnus_seravschanica
Rhamphogyne_rhynchocarpa,na,na,species,Asteraceae,Extinct,ROD,tropical general,Cham.,WP,Extinct,Rhamphogyne_rhynchocarpa
Rhamphogyne_rhynchocarpa,na,na,species,,,,,,,Synonym,Abrotanella_rhynchocarpa
Rhinanthus_halophilus,na,na,species,Orobanchaceae,Critically endangered,DEN,temperate,Hemipar._ther.,A,Rediscovered,Rhinanthus_halophilus
Rhinanthus_halophilus,na,na,species,Orobanchaceae,Critically endangered,GER,temperate,Hemipar._ther.,A,Rediscovered,Rhinanthus_halophilus
Rhipsalis_goebeliana,na,na,species,Cactaceae,Vulnerable,BOL,seasonally dry tropical,succ._phan.,WP,Rediscovered,Rhipsalis_goebeliana
Rhipsalis_sulcata,na,na,species,Cactaceae,Data deficient,BZL,wet tropical,succ._phan.,WP,Rediscovered,Rhipsalis_sulcata
Rhodanthe_spicata,na,na,species,,,,,,,Synonym,Calocephalus_globosus
Rhododendron_kanehirae,na,na,species,Ericaceae,Extinct in the wild,TAI,temperate,Nanophan.,WP,Extinct,Rhododendron_kanehirae
Rhododendron_retrorsipilum,na,na,species,Ericaceae,Extinct,NWG,wet tropical,Epiphytic_nanophan.,WP,Extinct,Rhododendron_retrorsipilum
Rhodospatha_moritziana,na,na,species,,,,,,,Synonym,Rhodospatha_picta
Rhynchosia_splendens,na,na,species,Fabaceae,Extinct in the wild,ETH,desert/dry shrubland,nanophan.,WP,Extinct,Rhynchosia_splendens
Ribes_kolymense,na,na,species,Grossulariaceae,Extinct,YAK,temperate,Nanophan.,WP,Extinct,Ribes_kolymense
Riocreuxia_woodii,na,na,species,Apocynaceae,Extinct,NAT,subtropical,cl._cham.,WP,Extinct,Riocreuxia_woodii
Robinsonia_berteroi,na,na,species,Asteraceae,Extinct,JNF,subtropical,Nanophan._or_phan.,WP,Extinct,Robinsonia_berteroi
Robinsonia_macrocephala,na,na,species,Asteraceae,Extinct,JNF,subtropical,Nanophan._or_phan.,WP,Extinct,Robinsonia_macrocephala
Romulea_papyracea,na,na,species,Iridaceae,Extinct,CPP,subtropical,Tuber_geophyte,HP,Extinct,Romulea_papyracea
Romulea_sulphurea,na,na,species,Iridaceae,Extinct,CPP,subtropical,Tuber_geophyte,HP,Extinct,Romulea_sulphurea
Rorippa_coloradensis,na,na,species,Brassicaceae,Extinct,COL,temperate,Hemicr.,WP,Extinct,Rorippa_coloradensis
Rousselia_erratica,na,na,species,Urticaceae,Vulnerable,NIC,wet tropical,ther.,A,Rediscovered,Rousselia_erratica
Rousselia_erratica,na,na,species,Urticaceae,Vulnerable,CLM,wet tropical,ther.,A,Rediscovered,Rousselia_erratica
Roystonea_stellata,na,na,species,Arecaceae,Extinct,CUB,wet tropical,Phan.,WP,Extinct,Roystonea_stellata
Rubia_rezniczenkoana,na,na,species,Rubiaceae,Vulnerable,KAZ,temperate,Hemicr.,WP,Rediscovered,Rubia_rezniczenkoana
Rubia_rezniczenkoana,na,na,species,Rubiaceae,Vulnerable,CHX,temperate,Hemicr.,WP,Rediscovered,Rubia_rezniczenkoana
Rubus_aliceae,na,na,species,Rosaceae,Critically endangered,NWM,temperate,Nanophan.,WP,Rediscovered,Rubus_aliceae
Rubus_missouricus,na,na,species,Rosaceae,Least concern,MSO,temperate,cham.,WP,Rediscovered,Rubus_missouricus
Rudgea_coriacea,na,na,species,,,,,,,Synonym,Rudgea_magnoliifolia
Rudgea_hostmanniana,subsp,hostmanniana,subsp,,,,,,,Synonym,Rudgea_intercedens
Rudgea_reticulata,na,na,species,,,,,,,Synonym,Rudgea_microcephala
Rumex_tomentellus,na,na,species,Polygalaceae,Extinct in the wild,NWM,temperate,Hemicr.,WP,Extinct,Rumex_tomentellus
Rustia_simpsonii,na,na,species,Rubiaceae,Extinct,BZL,wet tropical,Phan.,WP,Extinct,Rustia_simpsonii
Sabal_etonia,na,na,species,,,,,,,Synonym,Sabal_miamiensis
Sageraea_grandiflora,na,na,species,Annonaceae,Extinct in the wild,IND,wet tropical,Phan.,WP,Extinct,Sageraea_grandiflora
Sagina_procumbens,na,na,species,,,,,,,Synonym,Sagina_boydii
Salacca_lophospatha,na,na,species,Arecaceae,Extinct in the wild,BOR,wet tropical,Hemicr._or_cham.,WP,Extinct,Salacca_lophospatha
Salacia_malabarica,na,na,species,Celastraceae,Extinct in the wild,IND,wet tropical,phan.,WP,Extinct,Salacia_malabarica
Salvia_baldschuanica,na,na,species,Lamiaceae,Endangered,TZK,temperate,Hemicr.,WP,Rediscovered,Salvia_baldschuanica
Salvia_baldschuanica,na,na,species,Lamiaceae,Endangered,UZB,temperate,Hemicr.,WP,Rediscovered,Salvia_baldschuanica
Salvia_gontscharowii,na,na,species,Lamiaceae,Extinct,TZK,temperate,Hemicr.,WP,Extinct,Salvia_gontscharowii
Salvia_peyronii,na,na,species,Lamiaceae,Extinct,LBS,subtropical,Hemicr.,WP,Extinct,Salvia_peyronii
Salvia_serotina,na,na,species,,,,,,,Synonym,Salvia_blodgettii
Santalum_fernandezianum,na,na,species,Santalaceae,Extinct,JNF,wet tropical,Hemipar._phan.,WP,Extinct,Santalum_fernandezianum
Sauvallea_blainii,na,na,species,Commelinaceae,Extinct,CUB,seasonally dry tropical,Cham.,WP,Extinct,Sauvallea_blainii
Scaevola_macrophylla,na,na,species,Goodeniaceae,Critically endangered,WAU,subtropical,Cham.,WP,Rediscovered,Scaevola_macrophylla
Scaevola_nitida,na,na,species,,,,,,,Synonym,Scaevola_attenuata
Scaevola_oldfieldii,na,na,species,Goodeniaceae,Data deficient,WAU,desert/dry shrubland,nanophan.,WP,Rediscovered,Scaevola_oldfieldii
Schefflera_pubigera,na,na,species,,,,,,,Synonym,Schefflera_belangeri
Schiedea_amplexicaulis,na,na,species,Caryophyllaceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Schiedea_amplexicaulis
Schiedea_helleri,na,na,species,Caryophyllaceae,Endangered,HAW,wet tropical,Cl._nanophan.,WP,Rediscovered,Schiedea_helleri
Schiedea_implexa,na,na,species,Caryophyllaceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Schiedea_implexa
Schiedea_stellarioides,na,na,species,Caryophyllaceae,Endangered,HAW,wet tropical,Cham.,WP,Rediscovered,Schiedea_stellarioides
Schoenus_acuminatus,na,na,species,Cyperaceae,Data deficient,WAU,subtropical,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Schoenus_acuminatus
Schoenus_natans,na,na,species,Cyperaceae,Endangered,WAU,subtropical,Hemicr._or_rhizome_geophyte,WP,Rediscovered,Schoenus_natans
Scleria_anomala,na,na,species,Cyperaceae,Extinct,MAU,wet tropical,Hemicr.,WP,Extinct,Scleria_anomala
Scleria_mutoensis,na,na,species,Cyperaceae,Extinct in the wild,KOR,temperate,Hemicr._or_rhizome_geophyte,WP,Extinct,Scleria_mutoensis
Sclerotiaria_pentaceros,na,na,species,Apiaceae,Extinct in the wild,KGZ,temperate,Hemicr.,WP,Extinct,Sclerotiaria_pentaceros
Scutellaria_andrachnoides,na,na,species,Lamiaceae,Vulnerable,KGZ,temperate,Hemicr.,WP,Rediscovered,Scutellaria_andrachnoides
Scutellaria_ocmulgee,na,na,species,Lamiaceae,Critically endangered,GEO,temperate,Hemicr.,WP,Rediscovered,Scutellaria_ocmulgee
Sedum_pinetorum,na,na,species,Crassulaceae,Critically endangered,CAL,subtropical,Tuber_hemicr.,HP,Rediscovered,Sedum_pinetorum
Sedum_polystriatum,na,na,species,Crassulaceae,Extinct,TUR,temperate,Succ._cham.,WP,Extinct,Sedum_polystriatum
Selenicereus_hamatus,na,na,species,,,,,,,Synonym,Selenicereus_radicans
Senecio_behrianus,na,na,species,Asteraceae,Endangered,NSW,desert/dry shrubland,Cham.,WP,Rediscovered,Senecio_behrianus
Senecio_behrianus,na,na,species,Asteraceae,Endangered,SOA,desert/dry shrubland,Cham.,WP,Rediscovered,Senecio_behrianus
Senecio_behrianus,na,na,species,Asteraceae,Endangered,VIC,desert/dry shrubland,Cham.,WP,Rediscovered,Senecio_behrianus
Senecio_georgianus,na,na,species,Asteraceae,Critically endangered,NSW,subtropical,Cham.,WP,Rediscovered,Senecio_georgianus
Senecio_georgianus,na,na,species,Asteraceae,Critically endangered,SOA,subtropical,Cham._or_nanophan.,WP,Rediscovered,Senecio_georgianus
Senecio_georgianus,na,na,species,Asteraceae,Critically endangered,VIC,subtropical,Cham._or_nanophan.,WP,Rediscovered,Senecio_georgianus
Senecio_georgianus,na,na,species,Asteraceae,Critically endangered,WAU,subtropical,Cham._or_nanophan.,WP,Rediscovered,Senecio_georgianus
Senecio_laticostatus,na,na,species,Asteraceae,Vulnerable,VIC,desert/dry shrubland,hemicr.,HP,Rediscovered,Senecio_laticostatus
Serratula_aznavouriana,na,na,species,Asteraceae,Extinct,TUR,temperate,hemicr.,HP,Extinct,Serratula_aznavouriana
Sesuvium_trianthemoides,na,na,species,Aizoaceae,Extinct,TEX,subtropical,Ther.,A,Extinct,Sesuvium_trianthemoides
Seymeria_bipinnatisecta,na,na,species,,,,,,,Synonym,Seymeria_havardii
Shorea_cuspidata,na,na,species,Dipterocarpaceae,Endangered,BOR,wet tropical,Phan.,WP,Rediscovered,Shorea_cuspidata
Shorea_falcata,na,na,species,Dipterocarpaceae,Extinct in the wild,VIE,wet tropical,Phan.,WP,Extinct,Shorea_falcata
Sicyos_hillebrandii,na,na,species,Cucurbitaceae,Extinct,HAW,wet tropical,Ther.,A,Extinct,Sicyos_hillebrandii
Sicyos_villosus,na,na,species,Cucurbitaceae,Extinct,GAL,seasonally dry tropical,cl._phan.,WP,Extinct,Sicyos_villosus
Sida_inflexa,na,na,species,Malvaceae,Vulnerable,ALA,temperate,hemicr.,HP,Rediscovered,Sida_inflexa
Sida_inflexa,na,na,species,Malvaceae,Vulnerable,MSI,temperate,hemicr.,HP,Rediscovered,Sida_inflexa
Sida_inflexa,na,na,species,Malvaceae,Vulnerable,NCA,temperate,hemicr.,HP,Rediscovered,Sida_inflexa
Sida_inflexa,na,na,species,Malvaceae,Vulnerable,TEN,temperate,hemicr.,HP,Rediscovered,Sida_inflexa
Sida_inflexa,na,na,species,Malvaceae,Vulnerable,VRG,temperate,hemicr.,HP,Rediscovered,Sida_inflexa
Sida_pritzeliana,na,na,species,,,,,,,Synonym,Sida_pritzelii
Sidalcea_covillei,na,na,species,Malvaceae,Critically endangered,CAL,temperate,Hemicr.,WP,Rediscovered,Sidalcea_covillei
Sidalcea_keckii,na,na,species,Malvaceae,Critically endangered,CAL,subtropical,Ther.,A,Rediscovered,Sidalcea_keckii
Silene_cryptopetala,na,na,species,Caryophyllaceae,Extinct,HAW,wet tropical,Cham.,WP,Extinct,Silene_cryptopetala
Silene_degeneri,na,na,species,Caryophyllaceae,Extinct,HAW,seasonally dry tropical,Cham.,WP,Extinct,Silene_degeneri
Silene_oligotricha,na,na,species,Caryophyllaceae,Critically endangered,TUR,temperate,Hemicr.,WP,Rediscovered,Silene_oligotricha
Silene_rectiramea,na,na,species,Caryophyllaceae,Critically endangered,ARI,temperate,Hemicr.,WP,Rediscovered,Silene_rectiramea
Silene_surculosa,na,na,species,Caryophyllaceae,Extinct,TUR,temperate,cham.,WP,Extinct,Silene_surculosa
Silene_telavivensis,na,na,species,Caryophyllaceae,Extinct in the wild,PAL,subtropical,Ther.,A,Extinct,Silene_telavivensis
Silene_tomentosa,na,na,species,Caryophyllaceae,Critically endangered,SPA,subtropical,cham.,WP,Rediscovered,Silene_tomentosa
Silene_tomentosa,na,na,species,Caryophyllaceae,Critically endangered,MOR,subtropical,cham.,WP,Rediscovered,Silene_tomentosa
Sisyrinchium_fuscatum,na,na,species,,,,,,,Synonym,Sisyrinchium_farwellii
Sisyrinchum_albidum,na,na,species,,,,,,,Synonym,Sisyrinchium_hastile
Smilax_pseudochina,na,na,species,,,,,,,Synonym,Smilax_leptanthera
Solanum_bauerianum,na,na,species,Solanaceae,Extinct,NFK,wet tropical,Nanophan.,WP,Extinct,Solanum_bauerianum
Solanum_cajamarquense,na,na,species,Solanaceae,Extinct in the wild,PER,seasonally dry tropical,Tuber_geophyte,HP,Extinct,Solanum_cajamarquense
Solanum_conocarpum,na,na,species,Solanaceae,Critically endangered,LEE,seasonally dry tropical,Nanophan.,WP,Rediscovered,Solanum_conocarpum
Solanum_hygrothermicum,na,na,species,Solanaceae,Extinct in the wild,PER,seasonally dry tropical,Tuber_geophyte,HP,Extinct,Solanum_hygrothermicum
Solanum_ruvu,na,na,species,Solanaceae,Extinct,TAN,seasonally dry tropical,(Cl.)_nanophan.,WP,Extinct,Solanum_ruvu
Solidago_caesia,var,curtisii,var,,,,,,,Synonym,Solidago_lancifolia
Solidago_durangensis,na,na,species,Asteraceae,Extinct in the wild,MXE,subtropical,Hemicr.,WP,Extinct,Solidago_durangensis
Solidago_plumosa,na,na,species,Asteraceae,Extinct,NCA,temperate,hemicr.,HP,Extinct,Solidago_plumosa
Solidago_porteri,na,na,species,Asteraceae,Extinct in the wild,GEO,temperate,Hemicr.,WP,Extinct,Solidago_porteri
Solidago_porteri,na,na,species,Asteraceae,Extinct in the wild,NCA,temperate,Hemicr.,WP,Extinct,Solidago_porteri
Sophora_toromiro,na,na,species,Fabaceae,Extinct in the wild,EAS,seasonally dry tropical,Nanophan.,WP,Extinct,Sophora_toromiro
Sophora_toromiro,na,na,species,,,,,,,Synonym,Edwardsia_toromiro
Sorbaria_olgae,na,na,species,Rosaceae,Extinct in the wild,TZK,temperate,Nanophan.,WP,Extinct,Sorbaria_olgae
Sorocephalus_tenuifolius,na,na,species,Proteaceae,Critically endangered,CPP,subtropical,cham.,WP,Rediscovered,Sorocephalus_tenuifolius
Sparaxis_roxburghii,na,na,species,Iridaceae,Critically endangered,CPP,subtropical,Tuber_geophyte,HP,Rediscovered,Sparaxis_roxburghii
Spatholobus_ridleyi,na,na,species,Fabaceae,Critically endangered,MLY,wet tropical,Epiphyte,E,Rediscovered,Spatholobus_ridleyi
Spatholobus_ridleyi,na,na,species,Fabaceae,Critically endangered,SUM,wet tropical,Epiphyte,E,Rediscovered,Spatholobus_ridleyi
Sphaeralcea_procera,na,na,species,Malvaceae,Extinct,NWM,subtropical,Hemicr._or_cham.,WP,Extinct,Sphaeralcea_procera
Spiranthes_parksii,na,na,species,Orchidaceae,Endangered,TEX,subtropical,Tuber_geophyte,HP,Rediscovered,Spiranthes_parksii
Sporobolus_africanus,na,na,species,,,,,,,Synonym,Sporobolus_linearis
Sporobolus_durus,na,na,species,Poaceae,Extinct in the wild,ASC,wet tropical,hemicr.,HP,Extinct,Sporobolus_durus
Sporobolus_rigidifolius,na,na,species,,,,,,,Synonym,Sporobolus_mauritianus
Spyridium_microcephalum,na,na,species,Rhamnaceae,Least concern,WAU,subtropical,nanophan.,WP,Rediscovered,Spyridium_microcephalum
Spyridium_oligocephalum,na,na,species,,,,,,,Synonym,Spyridium_kalganense
Staavia_brownii,na,na,species,Bruniaceae,Extinct,CPP,subtropical,Cham.,WP,Extinct,Staavia_brownii
Staavia_capitella,na,na,species,,,,,,,Synonym,Staavia_trichotoma
Staavia_phylicoides,na,na,species,Bruniaceae,Critically endangered,CPP,subtropical,Cham.,WP,Rediscovered,Staavia_phylicoides
Stachys_talyschensis,na,na,species,Lamiaceae,Extinct in the wild,TCS,temperate,Hemicr.,WP,Extinct,Stachys_talyschensis
Stachys_zoharyana,na,na,species,Lamiaceae,Critically endangered,PAL,subtropical,Hemicr.,WP,Rediscovered,Stachys_zoharyana
Stachystemon_nematophorus,na,na,species,Euphorbiaceae,Critically endangered,WAU,subtropical,Cham.,WP,Rediscovered,Stachystemon_nematophorus
Stellaria_elatinoides,na,na,species,Caryophyllaceae,Extinct,NZN,subtropical,hemicr.,HP,Extinct,Stellaria_elatinoides
Stenocarpus_dumbeensis,na,na,species,Proteaceae,Critically endangered,NWC,seasonally dry tropical,Nanophan.,WP,Rediscovered,Stenocarpus_dumbeensis
Stenogyne_cinerea,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,Cl._Hem.,HP,Extinct,Stenogyne_cinerea
Stenogyne_haliakalae,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,Cl._cham.,WP,Extinct,Stenogyne_haliakalae
Stenogyne_oxygona,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,Cl._Hem.,HP,Extinct,Stenogyne_oxygona
Stenogyne_viridis,na,na,species,Lamiaceae,Extinct,HAW,wet tropical,(Cl.)_nanophan.,WP,Extinct,Stenogyne_viridis
Stephanomeria_malheurensis,na,na,species,Asteraceae,Critically endangered,ORE,temperate,Ther.,A,Rediscovered,Stephanomeria_malheurensis
Sterculia_khasiana,na,na,species,Malvaceae,Extinct,ASS,wet tropical,Phan.,WP,Extinct,Sterculia_khasiana
Steyermarkia_guatemalensis,na,na,species,Rubiaceae,Endangered,MXT,wet tropical,Hemicr.,WP,Rediscovered,Steyermarkia_guatemalensis
Steyermarkia_guatemalensis,na,na,species,Rubiaceae,Endangered,GUA,wet tropical,Hemicr.,WP,Rediscovered,Steyermarkia_guatemalensis
Stipa_scabra,na,na,species,,,,,,,Synonym,Stipa_horridula
Streblorrhiza_speciosa,na,na,species,Fabaceae,Extinct,NFK,wet tropical,Cl._phan.,WP,Extinct,Streblorrhiza_speciosa
Streptanthus_lemmonii,na,na,species,Brassicaceae,Extinct,ARI,subtropical,Ther.,A,Extinct,Streptanthus_lemmonii
Streptochaeta_angustifolia,na,na,species,Poaceae,Extinct in the wild,BZL,wet tropical,Hemicr._or_bamboo,WP,Extinct,Streptochaeta_angustifolia
Stroganowia_sagittata,na,na,species,Brassicaceae,Extinct,KAZ,temperate,Hemicr.,WP,Extinct,Stroganowia_sagittata
Strychnos_ridleyi,na,na,species,Loganiaceae,Extinct,MLY,wet tropical,Epiphyte,E,Extinct,Strychnos_ridleyi
Stylidium_merrallii,na,na,species,Stylidiaceae,Endangered,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Stylidium_merrallii
Stylidium_neglectum,na,na,species,Stylidiaceae,Data deficient,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Stylidium_neglectum
Stylidium_pseudocaespitosum,na,na,species,Stylidiaceae,Data deficient,WAU,desert/dry shrubland,cham.,WP,Rediscovered,Stylidium_pseudocaespitosum
Suaeda_suffrutescens,var,detonsa,var,,,,,,,Synonym,Suaeda_duripes
Suberanthus_brachycarpus,na,na,species,,,,,,,Synonym,Rondeletia_ternifolia
